candidate_id,canonical_name,latitude,longitude,categories,district,district_query_id,district_query_url,source_name,source_record_id,source_url,source_license,collected_at,raw_source_tags,verification_status,duplicate_cluster_id,duplicate_candidate_ids
wikidata-Q20010653-kandy,"National Railway Museum, Kadugannawa",7.25761,80.5209,railway museum,Kandy,Q723002,https://www.wikidata.org/wiki/Q723002,Wikidata,Q20010653,https://www.wikidata.org/wiki/Q20010653,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q18704634""],""instance_labels"":[""railway museum""],""located_in_district_id"":""Q723002"",""query_district_name"":""Kandy"",""wikipedia_url"":""https://en.wikipedia.org/wiki/National_Railway_Museum,_Kadugannawa""}",candidate_unverified,,
wikidata-Q18708387-kegalle,Menikkadawara fort,7.18799,80.251145,military base,Kegalle,Q1737803,https://www.wikidata.org/wiki/Q1737803,Wikidata,Q18708387,https://www.wikidata.org/wiki/Q18708387,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[""Q38080272""],""heritage_designation_labels"":[""Heritage of Portuguese Influence""],""instance_ids"":[""Q245016""],""instance_labels"":[""military base""],""located_in_district_id"":""Q1737803"",""query_district_name"":""Kegalle"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Menikkadawara_Fort""}",candidate_unverified,,
wikidata-Q12986531-kilinochchi,Pooneryn Fort,9.50337,80.212141,fort,Kilinochchi,Q1584007,https://www.wikidata.org/wiki/Q1584007,Wikidata,Q12986531,https://www.wikidata.org/wiki/Q12986531,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[""Q38080272""],""heritage_designation_labels"":[""Heritage of Portuguese Influence""],""instance_ids"":[""Q1785071""],""instance_labels"":[""fort""],""located_in_district_id"":""Q1584007"",""query_district_name"":""Kilinochchi"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Pooneryn_Fort""}",candidate_unverified,,
wikidata-Q18708347-kurunegala,Arandora fort,7.4697,80.4669,military base,Kurunegala,Q745073,https://www.wikidata.org/wiki/Q745073,Wikidata,Q18708347,https://www.wikidata.org/wiki/Q18708347,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[""Q38080272""],""heritage_designation_labels"":[""Heritage of Portuguese Influence""],""instance_ids"":[""Q245016""],""instance_labels"":[""military base""],""located_in_district_id"":""Q745073"",""query_district_name"":""Kurunegala"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Arandora_fort""}",candidate_unverified,,
wikidata-Q16314732-mannar,Mannar Fort,8.975864,79.917013,fort,Mannar,Q178003,https://www.wikidata.org/wiki/Q178003,Wikidata,Q16314732,https://www.wikidata.org/wiki/Q16314732,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[""Q38080272""],""heritage_designation_labels"":[""Heritage of Portuguese Influence""],""instance_ids"":[""Q1785071""],""instance_labels"":[""fort""],""located_in_district_id"":""Q178003"",""query_district_name"":""Mannar"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Mannar_fort""}",candidate_unverified,,
wikidata-Q16308678-matale,Matale Muthumariyamman Temple,7.4773,80.6239,Hindu temple,Matale,Q787421,https://www.wikidata.org/wiki/Q787421,Wikidata,Q16308678,https://www.wikidata.org/wiki/Q16308678,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q842402""],""instance_labels"":[""Hindu temple""],""located_in_district_id"":""Q787421"",""query_district_name"":""Matale"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Sri_Muthumariamman_Temple,_Matale""}",candidate_unverified,,
wikidata-Q7504067-matara,Shrine of Our Lady of Matara,5.9430625,80.5519375,shrine,Matara,Q1281285,https://www.wikidata.org/wiki/Q1281285,Wikidata,Q7504067,https://www.wikidata.org/wiki/Q7504067,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q697295""],""instance_labels"":[""shrine""],""located_in_district_id"":""Q1281285"",""query_district_name"":""Matara"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Shrine_of_Our_Lady_of_Matara""}",candidate_unverified,,
wikidata-Q16973445-monaragala,Dematamal viharaya,6.7563889,81.2879167,Buddhist temple,Monaragala,Q923420,https://www.wikidata.org/wiki/Q923420,Wikidata,Q16973445,https://www.wikidata.org/wiki/Q16973445,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q5393308""],""instance_labels"":[""Buddhist temple""],""located_in_district_id"":""Q923420"",""query_district_name"":""Monaragala"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Dematamal_Viharaya""}",candidate_unverified,,
wikidata-Q1146327-nuwara-eliya,Pidurutalagala,7.0008333,80.7738889,mountain|ultra-prominent peak,Nuwara Eliya,Q1583950,https://www.wikidata.org/wiki/Q1583950,Wikidata,Q1146327,https://www.wikidata.org/wiki/Q1146327,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q3116906"",""Q8502""],""instance_labels"":[""mountain"",""ultra-prominent peak""],""located_in_district_id"":""Q1583950"",""query_district_name"":""Nuwara Eliya"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Pidurutalagala""}",candidate_unverified,,
wikidata-Q110300593-polonnaruwa,"Unagalawehera Rajamaha Viharaya, Hingurakgoda",8.0136667,80.98975,religious building,Polonnaruwa,Q931057,https://www.wikidata.org/wiki/Q931057,Wikidata,Q110300593,https://www.wikidata.org/wiki/Q110300593,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q24398318""],""instance_labels"":[""religious building""],""located_in_district_id"":""Q931057"",""query_district_name"":""Polonnaruwa"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Unagalawehera_Rajamaha_Viharaya,_Hingurakgoda""}",candidate_unverified,,
wikidata-Q137177255-puttalam,Anawilundawa Sanctuary,7.7,79.8166667,Ramsar site|bird sanctuary|wildlife refuge,Puttalam,Q1665318,https://www.wikidata.org/wiki/Q1665318,Wikidata,Q137177255,https://www.wikidata.org/wiki/Q137177255,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q1377575"",""Q19683138"",""Q2714144""],""instance_labels"":[""Ramsar site"",""bird sanctuary"",""wildlife refuge""],""located_in_district_id"":""Q1665318"",""query_district_name"":""Puttalam""}",candidate_unverified,,
wikidata-Q18708394-ratnapura,Ratnapura Portuguese fort,6.690866,80.379547,military base,Ratnapura,Q1587175,https://www.wikidata.org/wiki/Q1587175,Wikidata,Q18708394,https://www.wikidata.org/wiki/Q18708394,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[""Q38080272""],""heritage_designation_labels"":[""Heritage of Portuguese Influence""],""instance_ids"":[""Q245016""],""instance_labels"":[""military base""],""located_in_district_id"":""Q1587175"",""query_district_name"":""Ratnapura"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Ratnapura_Portuguese_fort""}",candidate_unverified,,
wikidata-Q10666450-trincomalee,Seruvila Mangala Raja Maha Viharaya,8.3708333,81.3193889,Buddhist temple,Trincomalee,Q1493318,https://www.wikidata.org/wiki/Q1493318,Wikidata,Q10666450,https://www.wikidata.org/wiki/Q10666450,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[""Q1459900""],""heritage_designation_labels"":[""Tentative World Heritage Site""],""instance_ids"":[""Q5393308""],""instance_labels"":[""Buddhist temple""],""located_in_district_id"":""Q1493318"",""query_district_name"":""Trincomalee"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Seruwila_Mangala_Raja_Maha_Vihara""}",candidate_unverified,,
wikidata-Q20706644-vavuniya,"Archaeological Museum, Vavuniya",8.7585556,80.5000556,museum,Vavuniya,Q527980,https://www.wikidata.org/wiki/Q527980,Wikidata,Q20706644,https://www.wikidata.org/wiki/Q20706644,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q33506""],""instance_labels"":[""museum""],""located_in_district_id"":""Q527980"",""query_district_name"":""Vavuniya"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Archaeological_Museum,_Vavuniya""}",candidate_unverified,,
wikidata-Q12984075-ampara,Thirukkovil Temple,7.13333,81.85,Hindu temple,Ampara,Q474395,https://www.wikidata.org/wiki/Q474395,Wikidata,Q12984075,https://www.wikidata.org/wiki/Q12984075,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q842402""],""instance_labels"":[""Hindu temple""],""located_in_district_id"":""Q474395"",""query_district_name"":""Ampara"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Thirukkovil_Temple""}",candidate_unverified,,
wikidata-Q126650014-anuradhapura,Ritigala Ancient Buddhist Monastery,8.11834,80.66461,archaeological site,Anuradhapura,Q612614,https://www.wikidata.org/wiki/Q612614,Wikidata,Q126650014,https://www.wikidata.org/wiki/Q126650014,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q839954""],""instance_labels"":[""archaeological site""],""located_in_district_id"":""Q612614"",""query_district_name"":""Anuradhapura""}",candidate_unverified,dup-dc4b67ac07db,osm-node-3723220027-anuradhapura
wikidata-Q126478517-badulla,Lipton's seat,6.78068,81.0155,scenic viewpoint,Badulla,Q799713,https://www.wikidata.org/wiki/Q799713,Wikidata,Q126478517,https://www.wikidata.org/wiki/Q126478517,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q6017969""],""instance_labels"":[""scenic viewpoint""],""located_in_district_id"":""Q799713"",""query_district_name"":""Badulla""}",candidate_unverified,,
wikidata-Q12987006-batticaloa,Batticaloa Museum,7.7115722,81.702175,museum,Batticaloa,Q810960,https://www.wikidata.org/wiki/Q810960,Wikidata,Q12987006,https://www.wikidata.org/wiki/Q12987006,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q33506""],""instance_labels"":[""museum""],""located_in_district_id"":""Q810960"",""query_district_name"":""Batticaloa"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Batticaloa_Museum""}",candidate_unverified,,
wikidata-Q1492279-colombo,Galle Face Green,6.9265546,79.8435473,park,Colombo,Q606287,https://www.wikidata.org/wiki/Q606287,Wikidata,Q1492279,https://www.wikidata.org/wiki/Q1492279,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q22698""],""instance_labels"":[""park""],""located_in_district_id"":""Q606287"",""query_district_name"":""Colombo"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Galle_Face_Green""}",candidate_unverified,,
wikidata-Q24944930-galle,Sunandarama Vihara,6.2341389,80.0570833,Buddhist temple,Galle,Q647649,https://www.wikidata.org/wiki/Q647649,Wikidata,Q24944930,https://www.wikidata.org/wiki/Q24944930,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q5393308""],""instance_labels"":[""Buddhist temple""],""located_in_district_id"":""Q647649"",""query_district_name"":""Galle"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Sunandarama_Vihara""}",candidate_unverified,,
wikidata-Q16643901-gampaha,Henarathgoda Botanical Garden,7.1,79.9861,botanical garden,Gampaha,Q206344,https://www.wikidata.org/wiki/Q206344,Wikidata,Q16643901,https://www.wikidata.org/wiki/Q16643901,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q167346""],""instance_labels"":[""botanical garden""],""located_in_district_id"":""Q206344"",""query_district_name"":""Gampaha"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Henarathgoda_Botanical_Garden""}",candidate_unverified,,
wikidata-Q18060537-hambantota,Mirijjawila Botanical Garden,6.12417,81.1225,botanical garden,Hambantota,Q723006,https://www.wikidata.org/wiki/Q723006,Wikidata,Q18060537,https://www.wikidata.org/wiki/Q18060537,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q167346""],""instance_labels"":[""botanical garden""],""located_in_district_id"":""Q723006"",""query_district_name"":""Hambantota"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Mirijjawila_Botanical_Garden""}",candidate_unverified,,
wikidata-Q11310066-jaffna,Jaffna Archaeological Museum,9.6688583,80.0242611,museum,Jaffna,Q1520182,https://www.wikidata.org/wiki/Q1520182,Wikidata,Q11310066,https://www.wikidata.org/wiki/Q11310066,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q33506""],""instance_labels"":[""museum""],""located_in_district_id"":""Q1520182"",""query_district_name"":""Jaffna"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Archaeological_Museum,_Jaffna""}",candidate_unverified,dup-46341a68e262,osm-relation-12695936-jaffna|osm-way-569288810-jaffna
wikidata-Q60754429-kalutara,Brief Garden,6.45717,80.037626,garden,Kalutara,Q728935,https://www.wikidata.org/wiki/Q728935,Wikidata,Q60754429,https://www.wikidata.org/wiki/Q60754429,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q1107656""],""instance_labels"":[""garden""],""located_in_district_id"":""Q728935"",""query_district_name"":""Kalutara"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Brief_(garden)""}",candidate_unverified,,
wikidata-Q25637940-kandy,Gadaladeniya Vihara,7.2573056,80.5560833,Buddhist temple,Kandy,Q723002,https://www.wikidata.org/wiki/Q723002,Wikidata,Q25637940,https://www.wikidata.org/wiki/Q25637940,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q5393308""],""instance_labels"":[""Buddhist temple""],""located_in_district_id"":""Q723002"",""query_district_name"":""Kandy"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Gadaladeniya_Vihara""}",candidate_unverified,,
wikidata-Q18708396-kegalle,Ruwanwella fort,7.045984,80.254049,military base,Kegalle,Q1737803,https://www.wikidata.org/wiki/Q1737803,Wikidata,Q18708396,https://www.wikidata.org/wiki/Q18708396,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[""Q38080272""],""heritage_designation_labels"":[""Heritage of Portuguese Influence""],""instance_ids"":[""Q245016""],""instance_labels"":[""military base""],""located_in_district_id"":""Q1737803"",""query_district_name"":""Kegalle"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Ruwanwella_fort""}",candidate_unverified,,
wikidata-Q28055651-kurunegala,Ibbagala Raja Maha Vihara,7.4875278,80.3706667,Buddhist temple,Kurunegala,Q745073,https://www.wikidata.org/wiki/Q745073,Wikidata,Q28055651,https://www.wikidata.org/wiki/Q28055651,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q5393308""],""instance_labels"":[""Buddhist temple""],""located_in_district_id"":""Q745073"",""query_district_name"":""Kurunegala"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Ibbagala_Raja_Maha_Vihara""}",candidate_unverified,,
wikidata-Q18210407-mannar,"St. Sebastian's Cathedral, Mannar",8.97947,79.9072,cathedral,Mannar,Q178003,https://www.wikidata.org/wiki/Q178003,Wikidata,Q18210407,https://www.wikidata.org/wiki/Q18210407,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q2977""],""instance_labels"":[""cathedral""],""located_in_district_id"":""Q178003"",""query_district_name"":""Mannar"",""wikipedia_url"":""https://en.wikipedia.org/wiki/St._Sebastian%27s_Cathedral,_Mannar""}",candidate_unverified,,
wikidata-Q19700397-matale,Aluvihare Rock Temple,7.4971944,80.6218611,Buddhist temple,Matale,Q787421,https://www.wikidata.org/wiki/Q787421,Wikidata,Q19700397,https://www.wikidata.org/wiki/Q19700397,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q5393308""],""instance_labels"":[""Buddhist temple""],""located_in_district_id"":""Q787421"",""query_district_name"":""Matale"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Aluvihare_Rock_Temple""}",candidate_unverified,,
wikidata-Q27441891-monaragala,Kataragama Peak,6.3866667,81.3358333,mountain,Monaragala,Q923420,https://www.wikidata.org/wiki/Q923420,Wikidata,Q27441891,https://www.wikidata.org/wiki/Q27441891,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q8502""],""instance_labels"":[""mountain""],""located_in_district_id"":""Q923420"",""query_district_name"":""Monaragala"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Kataragama_Peak""}",candidate_unverified,,
wikidata-Q123684896-nuwara-eliya,"Holy Emmanuel Church, Hanguranketha",7.1722655,80.77878,church building,Nuwara Eliya,Q1583950,https://www.wikidata.org/wiki/Q1583950,Wikidata,Q123684896,https://www.wikidata.org/wiki/Q123684896,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q16970""],""instance_labels"":[""church building""],""located_in_district_id"":""Q1583950"",""query_district_name"":""Nuwara Eliya"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Holy_Emmanuel_Church,_Hanguranketha""}",candidate_unverified,,
wikidata-Q19711952-polonnaruwa,Dimbulagala,7.86,81.1436111,mountain,Polonnaruwa,Q931057,https://www.wikidata.org/wiki/Q931057,Wikidata,Q19711952,https://www.wikidata.org/wiki/Q19711952,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q8502""],""instance_labels"":[""mountain""],""located_in_district_id"":""Q931057"",""query_district_name"":""Polonnaruwa"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Dimbulagala""}",candidate_unverified,,
wikidata-Q20680188-puttalam,Paramakanda Raja Maha Vihara,7.9166667,80,Buddhist temple,Puttalam,Q1665318,https://www.wikidata.org/wiki/Q1665318,Wikidata,Q20680188,https://www.wikidata.org/wiki/Q20680188,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q5393308""],""instance_labels"":[""Buddhist temple""],""located_in_district_id"":""Q1665318"",""query_district_name"":""Puttalam"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Paramakanda_Raja_Maha_Vihara""}",candidate_unverified,,
wikidata-Q19708548-ratnapura,Gongala,6.3858333,80.6538889,mountain,Ratnapura,Q1587175,https://www.wikidata.org/wiki/Q1587175,Wikidata,Q19708548,https://www.wikidata.org/wiki/Q19708548,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q8502""],""instance_labels"":[""mountain""],""located_in_district_id"":""Q1587175"",""query_district_name"":""Ratnapura"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Gongala""}",candidate_unverified,,
wikidata-Q18345172-trincomalee,Gokanna Temple,8.5767778,81.2416111,Buddhist temple,Trincomalee,Q1493318,https://www.wikidata.org/wiki/Q1493318,Wikidata,Q18345172,https://www.wikidata.org/wiki/Q18345172,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q5393308""],""instance_labels"":[""Buddhist temple""],""located_in_district_id"":""Q1493318"",""query_district_name"":""Trincomalee"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Gokanna_Vihara""}",candidate_unverified,,
osm-node-10243221098-ampara,Kiriwehera Rajamaha Viharaya,6.8697165,81.7195917,historic=ruins|amenity=place_of_worship,Ampara,relation/5351718,https://www.openstreetmap.org/relation/5351718,OpenStreetMap,node/10243221098,https://www.openstreetmap.org/node/10243221098,ODbL 1.0,2026-08-19T17:27:06+00:00,"{""amenity"":""place_of_worship"",""historic"":""ruins"",""name"":""Kiriwehera Rajamaha Viharaya"",""query_district_name"":""Ampara"",""query_district_osm_relation_id"":""5351718"",""religion"":""buddhist""}",candidate_unverified,,
osm-node-10811136107-anuradhapura,Octagonal ruin,8.3401821,80.3895262,tourism=attraction,Anuradhapura,relation/5351719,https://www.openstreetmap.org/relation/5351719,OpenStreetMap,node/10811136107,https://www.openstreetmap.org/node/10811136107,ODbL 1.0,2026-08-19T17:27:06+00:00,"{""name"":""Octagonal ruin"",""query_district_name"":""Anuradhapura"",""query_district_osm_relation_id"":""5351719"",""tourism"":""attraction""}",candidate_unverified,,
osm-node-11425572044-badulla,Slide & swing ella,6.8768528,81.0630019,tourism=attraction,Badulla,relation/5351720,https://www.openstreetmap.org/relation/5351720,OpenStreetMap,node/11425572044,https://www.openstreetmap.org/node/11425572044,ODbL 1.0,2026-08-19T17:27:06+00:00,"{""name"":""Slide & swing ella"",""query_district_name"":""Badulla"",""query_district_osm_relation_id"":""5351720"",""tourism"":""attraction""}",candidate_unverified,,
osm-way-219872503-batticaloa,Batticaloa Fort,7.7118007,81.7019954,historic=fort,Batticaloa,relation/5351721,https://www.openstreetmap.org/relation/5351721,OpenStreetMap,way/219872503,https://www.openstreetmap.org/way/219872503,ODbL 1.0,2026-08-19T17:27:06+00:00,"{""historic"":""fort"",""name"":""Batticaloa Fort"",""query_district_name"":""Batticaloa"",""query_district_osm_relation_id"":""5351721""}",candidate_unverified,dup-98f8e72471ed,wikidata-Q1849425-batticaloa
osm-node-10107620993-colombo,Sathutu Uyana,6.9603056,79.8649125,tourism=attraction,Colombo,relation/5351774,https://www.openstreetmap.org/relation/5351774,OpenStreetMap,node/10107620993,https://www.openstreetmap.org/node/10107620993,ODbL 1.0,2026-08-19T17:27:06+00:00,"{""name"":""Sathutu Uyana"",""query_district_name"":""Colombo"",""query_district_osm_relation_id"":""5351774"",""tourism"":""attraction""}",candidate_unverified,,
