source_row_number,judgement_id,profile_id,user_interests,place_id,poi_name,district,latitude,longitude,verified_poi_tags,source_name,source_url,human_relevance_label,reviewer_notes,label_provenance,reviewer_scope,source_workbook_sha256
39,P13::osm-way-191390663,P13,Nature|Wildlife|Adventure,osm-way-191390663,Sigiriya Museum,Matale,7.9569799999999997,80.751800000000003,History|Culture,OpenStreetMap,https://www.openstreetmap.org/way/191390663,0,,single_human_reviewer,reviewer_a_only_no_agreement_or_adjudication,2bc4408f840087a152fecefb2a933ab1746177b72b599dc8f8c90a8668379a4a
40,P13::wikidata-Q19700397,P13,Nature|Wildlife|Adventure,wikidata-Q19700397,Aluvihare Rock Temple,Matale,7.4971943999999997,80.621861100000004,History|Culture|Religion,Wikidata,https://www.wikidata.org/wiki/Q19700397,0,,single_human_reviewer,reviewer_a_only_no_agreement_or_adjudication,2bc4408f840087a152fecefb2a933ab1746177b72b599dc8f8c90a8668379a4a
41,P06::wikidata-Q1146327,P06,Adventure,wikidata-Q1146327,Pidurutalagala,Nuwara Eliya,7.0008333,80.773888900000003,Nature|Adventure,Wikidata,https://www.wikidata.org/wiki/Q1146327,2,,single_human_reviewer,reviewer_a_only_no_agreement_or_adjudication,2bc4408f840087a152fecefb2a933ab1746177b72b599dc8f8c90a8668379a4a
42,P06::wikidata-Q45690,P06,Adventure,wikidata-Q45690,Dambulla Cave Temple,Matale,7.8565630000000004,80.648340300000001,History|Culture|Religion,Wikidata,https://www.wikidata.org/wiki/Q45690,0,,single_human_reviewer,reviewer_a_only_no_agreement_or_adjudication,2bc4408f840087a152fecefb2a933ab1746177b72b599dc8f8c90a8668379a4a
43,P06::wikidata-Q16308678,P06,Adventure,wikidata-Q16308678,Matale Muthumariyamman Temple,Matale,7.4772999999999996,80.623900000000006,Culture|Religion,Wikidata,https://www.wikidata.org/wiki/Q16308678,0,,single_human_reviewer,reviewer_a_only_no_agreement_or_adjudication,2bc4408f840087a152fecefb2a933ab1746177b72b599dc8f8c90a8668379a4a
44,P06::wikidata-Q97262496,P06,Adventure,wikidata-Q97262496,Kurundu Oya Waterfall,Nuwara Eliya,7.0785277999999998,80.849944399999998,Nature|Adventure,Wikidata,https://www.wikidata.org/wiki/Q97262496,2,,single_human_reviewer,reviewer_a_only_no_agreement_or_adjudication,2bc4408f840087a152fecefb2a933ab1746177b72b599dc8f8c90a8668379a4a
45,P08::wikidata-Q5640438,P08,Nature|Wildlife,wikidata-Q5640438,Hakgala,Nuwara Eliya,6.9169444000000002,80.813888899999995,Nature|Adventure,Wikidata,https://www.wikidata.org/wiki/Q5640438,2,,single_human_reviewer,reviewer_a_only_no_agreement_or_adjudication,2bc4408f840087a152fecefb2a933ab1746177b72b599dc8f8c90a8668379a4a
46,P06::osm-way-191390663,P06,Adventure,osm-way-191390663,Sigiriya Museum,Matale,7.9569799999999997,80.751800000000003,History|Culture,OpenStreetMap,https://www.openstreetmap.org/way/191390663,0,,single_human_reviewer,reviewer_a_only_no_agreement_or_adjudication,2bc4408f840087a152fecefb2a933ab1746177b72b599dc8f8c90a8668379a4a
47,P06::wikidata-Q375975,P06,Adventure,wikidata-Q375975,Kirigalpoththa,Nuwara Eliya,6.7991666999999998,80.766666700000002,Nature|Wildlife|Adventure,Wikidata,https://www.wikidata.org/wiki/Q375975,2,,single_human_reviewer,reviewer_a_only_no_agreement_or_adjudication,2bc4408f840087a152fecefb2a933ab1746177b72b599dc8f8c90a8668379a4a
48,P08::wikidata-Q19700397,P08,Nature|Wildlife,wikidata-Q19700397,Aluvihare Rock Temple,Matale,7.4971943999999997,80.621861100000004,History|Culture|Religion,Wikidata,https://www.wikidata.org/wiki/Q19700397,0,,single_human_reviewer,reviewer_a_only_no_agreement_or_adjudication,2bc4408f840087a152fecefb2a933ab1746177b72b599dc8f8c90a8668379a4a
49,P08::wikidata-Q19710937,P08,Nature|Wildlife,wikidata-Q19710937,Dunsinane Falls,Nuwara Eliya,7.0117222000000003,80.705666699999995,Nature|Adventure,Wikidata,https://www.wikidata.org/wiki/Q19710937,2,,single_human_reviewer,reviewer_a_only_no_agreement_or_adjudication,2bc4408f840087a152fecefb2a933ab1746177b72b599dc8f8c90a8668379a4a
50,P13::wikidata-Q375975,P13,Nature|Wildlife|Adventure,wikidata-Q375975,Kirigalpoththa,Nuwara Eliya,6.7991666999999998,80.766666700000002,Nature|Wildlife|Adventure,Wikidata,https://www.wikidata.org/wiki/Q375975,2,,single_human_reviewer,reviewer_a_only_no_agreement_or_adjudication,2bc4408f840087a152fecefb2a933ab1746177b72b599dc8f8c90a8668379a4a
51,P08::osm-node-2714398529,P08,Nature|Wildlife,osm-node-2714398529,NIFS Sam Popham's Arboretum,Matale,7.8608099999999999,80.67586,Nature|Wildlife,OpenStreetMap,https://www.openstreetmap.org/node/2714398529,2,,single_human_reviewer,reviewer_a_only_no_agreement_or_adjudication,2bc4408f840087a152fecefb2a933ab1746177b72b599dc8f8c90a8668379a4a
52,P08::wikidata-Q272153,P08,Nature|Wildlife,wikidata-Q272153,Sigiriya,Matale,7.9569444000000003,80.759722199999999,History|Culture|Adventure,Wikidata,https://www.wikidata.org/wiki/Q272153,0,,single_human_reviewer,reviewer_a_only_no_agreement_or_adjudication,2bc4408f840087a152fecefb2a933ab1746177b72b599dc8f8c90a8668379a4a
53,P06::wikidata-Q19700397,P06,Adventure,wikidata-Q19700397,Aluvihare Rock Temple,Matale,7.4971943999999997,80.621861100000004,History|Culture|Religion,Wikidata,https://www.wikidata.org/wiki/Q19700397,0,,single_human_reviewer,reviewer_a_only_no_agreement_or_adjudication,2bc4408f840087a152fecefb2a933ab1746177b72b599dc8f8c90a8668379a4a
54,P08::wikidata-Q1146327,P08,Nature|Wildlife,wikidata-Q1146327,Pidurutalagala,Nuwara Eliya,7.0008333,80.773888900000003,Nature|Adventure,Wikidata,https://www.wikidata.org/wiki/Q1146327,2,,single_human_reviewer,reviewer_a_only_no_agreement_or_adjudication,2bc4408f840087a152fecefb2a933ab1746177b72b599dc8f8c90a8668379a4a
55,P08::wikidata-Q7796948,P08,Nature|Wildlife,wikidata-Q7796948,Totapolakanda,Nuwara Eliya,6.8330555999999998,80.819722200000001,Nature|Wildlife|Adventure,Wikidata,https://www.wikidata.org/wiki/Q7796948,2,,single_human_reviewer,reviewer_a_only_no_agreement_or_adjudication,2bc4408f840087a152fecefb2a933ab1746177b72b599dc8f8c90a8668379a4a
56,P13::osm-node-2714398529,P13,Nature|Wildlife|Adventure,osm-node-2714398529,NIFS Sam Popham's Arboretum,Matale,7.8608099999999999,80.67586,Nature|Wildlife,OpenStreetMap,https://www.openstreetmap.org/node/2714398529,1,,single_human_reviewer,reviewer_a_only_no_agreement_or_adjudication,2bc4408f840087a152fecefb2a933ab1746177b72b599dc8f8c90a8668379a4a
57,P13::wikidata-Q18915186,P13,Nature|Wildlife|Adventure,wikidata-Q18915186,Sembuwatta Lake,Matale,7.4333333000000001,80.716666700000005,Nature|Adventure,Wikidata,https://www.wikidata.org/wiki/Q18915186,2,,single_human_reviewer,reviewer_a_only_no_agreement_or_adjudication,2bc4408f840087a152fecefb2a933ab1746177b72b599dc8f8c90a8668379a4a
58,P13::wikidata-Q1146327,P13,Nature|Wildlife|Adventure,wikidata-Q1146327,Pidurutalagala,Nuwara Eliya,7.0008333,80.773888900000003,Nature|Adventure,Wikidata,https://www.wikidata.org/wiki/Q1146327,2,,single_human_reviewer,reviewer_a_only_no_agreement_or_adjudication,2bc4408f840087a152fecefb2a933ab1746177b72b599dc8f8c90a8668379a4a
59,P06::wikidata-Q38350,P06,Adventure,wikidata-Q38350,St. Clair's Falls,Nuwara Eliya,6.9511778,80.647877800000003,Nature,Wikidata,https://www.wikidata.org/wiki/Q38350,1,,single_human_reviewer,reviewer_a_only_no_agreement_or_adjudication,2bc4408f840087a152fecefb2a933ab1746177b72b599dc8f8c90a8668379a4a
60,P13::wikidata-Q19710937,P13,Nature|Wildlife|Adventure,wikidata-Q19710937,Dunsinane Falls,Nuwara Eliya,7.0117222000000003,80.705666699999995,Nature|Adventure,Wikidata,https://www.wikidata.org/wiki/Q19710937,2,,single_human_reviewer,reviewer_a_only_no_agreement_or_adjudication,2bc4408f840087a152fecefb2a933ab1746177b72b599dc8f8c90a8668379a4a
61,P08::wikidata-Q38350,P08,Nature|Wildlife,wikidata-Q38350,St. Clair's Falls,Nuwara Eliya,6.9511778,80.647877800000003,Nature,Wikidata,https://www.wikidata.org/wiki/Q38350,2,,single_human_reviewer,reviewer_a_only_no_agreement_or_adjudication,2bc4408f840087a152fecefb2a933ab1746177b72b599dc8f8c90a8668379a4a
62,P08::wikidata-Q25104534,P08,Nature|Wildlife,wikidata-Q25104534,Sera Ella Falls,Matale,7.5883039999999999,80.754940500000004,Nature|Adventure,Wikidata,https://www.wikidata.org/wiki/Q25104534,2,,single_human_reviewer,reviewer_a_only_no_agreement_or_adjudication,2bc4408f840087a152fecefb2a933ab1746177b72b599dc8f8c90a8668379a4a
63,P08::wikidata-Q16308678,P08,Nature|Wildlife,wikidata-Q16308678,Matale Muthumariyamman Temple,Matale,7.4772999999999996,80.623900000000006,Culture|Religion,Wikidata,https://www.wikidata.org/wiki/Q16308678,0,,single_human_reviewer,reviewer_a_only_no_agreement_or_adjudication,2bc4408f840087a152fecefb2a933ab1746177b72b599dc8f8c90a8668379a4a
64,P13::wikidata-Q3335386,P13,Nature|Wildlife|Adventure,wikidata-Q3335386,Nalanda Gedige,Matale,7.6697221999999998,80.645555599999994,History|Culture|Religion,Wikidata,https://www.wikidata.org/wiki/Q3335386,0,,single_human_reviewer,reviewer_a_only_no_agreement_or_adjudication,2bc4408f840087a152fecefb2a933ab1746177b72b599dc8f8c90a8668379a4a
65,P06::wikidata-Q18915186,P06,Adventure,wikidata-Q18915186,Sembuwatta Lake,Matale,7.4333333000000001,80.716666700000005,Nature|Adventure,Wikidata,https://www.wikidata.org/wiki/Q18915186,2,,single_human_reviewer,reviewer_a_only_no_agreement_or_adjudication,2bc4408f840087a152fecefb2a933ab1746177b72b599dc8f8c90a8668379a4a
