judgement_id,profile_id,user_interests,place_id,poi_name,district,verified_poi_tags,source_name,source_url,split,example_partition,weak_label,reviewer_a_label,reviewer_b_label,final_relevance_label,label_provenance,rule_version,adjudication_note
P03::wikidata-Q3217592,P03,culture,wikidata-Q3217592,Lankatilaka Vihara,Kandy,culture|history|religion,Wikidata,https://www.wikidata.org/wiki/Q3217592,training,rule_derived_weak_training_v2,2,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P03::wikidata-Q25637940,P03,culture,wikidata-Q25637940,Gadaladeniya Vihara,Kandy,culture|history|religion,Wikidata,https://www.wikidata.org/wiki/Q25637940,training,rule_derived_weak_training_v2,2,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P03::wikidata-Q5370021,P03,culture,wikidata-Q5370021,Embekka Devalaya,Kandy,culture|history|religion,Wikidata,https://www.wikidata.org/wiki/Q5370021,training,rule_derived_weak_training_v2,2,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P03::wikidata-Q28015701,P03,culture,wikidata-Q28015701,Alawathugoda Saman Devalaya,Kandy,culture|history|religion,Wikidata,https://www.wikidata.org/wiki/Q28015701,training,rule_derived_weak_training_v2,2,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P03::osm-node-11017570005,P03,culture,osm-node-11017570005,Giragama Walawwa,Kandy,culture|history,OpenStreetMap,https://www.openstreetmap.org/node/11017570005,training,rule_derived_weak_training_v2,2,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P03::wikidata-Q3533580,P03,culture,wikidata-Q3533580,National Museum of Kandy,Kandy,culture|history,Wikidata,https://www.wikidata.org/wiki/Q3533580,training,rule_derived_weak_training_v2,2,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P03::wikidata-Q20010653,P03,culture,wikidata-Q20010653,"National Railway Museum, Kadugannawa",Kandy,culture|history,Wikidata,https://www.wikidata.org/wiki/Q20010653,training,rule_derived_weak_training_v2,2,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P03::osm-node-11096423467,P03,culture,osm-node-11096423467,Dawson Tower,Kandy,city|history,OpenStreetMap,https://www.openstreetmap.org/node/11096423467,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P03::osm-node-11583843280,P03,culture,osm-node-11583843280,Jodu Ella Water Falls,Kandy,adventure|nature,OpenStreetMap,https://www.openstreetmap.org/node/11583843280,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P03::osm-node-5063761704,P03,culture,osm-node-5063761704,Huluganga Ella Waterfall,Kandy,adventure|nature,OpenStreetMap,https://www.openstreetmap.org/node/5063761704,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P03::osm-node-4440038982,P03,culture,osm-node-4440038982,Kadiyallana Falls,Kandy,adventure|nature,OpenStreetMap,https://www.openstreetmap.org/node/4440038982,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P03::osm-node-4566489017,P03,culture,osm-node-4566489017,Galboda Falls,Kandy,adventure|nature,OpenStreetMap,https://www.openstreetmap.org/node/4566489017,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P03::osm-node-5299675266,P03,culture,osm-node-5299675266,Ambuluwawa,Kandy,adventure|culture|nature,OpenStreetMap,https://www.openstreetmap.org/node/5299675266,training,rule_derived_weak_training_v2,2,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P03::wikidata-Q16308678,P03,culture,wikidata-Q16308678,Matale Muthumariyamman Temple,Matale,culture|religion,Wikidata,https://www.wikidata.org/wiki/Q16308678,training,rule_derived_weak_training_v2,2,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
