judgement_id,profile_id,user_interests,place_id,poi_name,verified_poi_tags,overlap_set,interest_coverage,weak_label,rule_version,source_name,source_url
P01::wikidata-Q28015701,P01,nature,wikidata-Q28015701,Alawathugoda Saman Devalaya,culture|history|religion,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q28015701
P01::osm-node-11017570005,P01,nature,osm-node-11017570005,Giragama Walawwa,culture|history,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/11017570005
P01::wikidata-Q3533580,P01,nature,wikidata-Q3533580,National Museum of Kandy,culture|history,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q3533580
P01::wikidata-Q20010653,P01,nature,wikidata-Q20010653,"National Railway Museum, Kadugannawa",culture|history,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q20010653
P01::osm-node-11096423467,P01,nature,osm-node-11096423467,Dawson Tower,city|history,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/11096423467
P01::osm-node-11583843280,P01,nature,osm-node-11583843280,Jodu Ella Water Falls,adventure|nature,nature,1.000000,2,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/11583843280
P01::osm-node-5063761704,P01,nature,osm-node-5063761704,Huluganga Ella Waterfall,adventure|nature,nature,1.000000,2,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/5063761704
P01::osm-node-4440038982,P01,nature,osm-node-4440038982,Kadiyallana Falls,adventure|nature,nature,1.000000,2,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/4440038982
P01::osm-node-4566489017,P01,nature,osm-node-4566489017,Galboda Falls,adventure|nature,nature,1.000000,2,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/4566489017
P01::osm-node-5299675266,P01,nature,osm-node-5299675266,Ambuluwawa,adventure|culture|nature,nature,1.000000,2,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/5299675266
P02::wikidata-Q15717689,P02,history,wikidata-Q15717689,Temple of the Sacred Tooth Relic,culture|history|religion,history,1.000000,2,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q15717689
P02::wikidata-Q3119056,P02,history,wikidata-Q3119056,"Royal Botanic Gardens, Peradeniya",nature,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q3119056
P02::wikidata-Q5966035,P02,history,wikidata-Q5966035,Kandy Lake,city|nature,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q5966035
P02::wikidata-Q7876953,P02,history,wikidata-Q7876953,Udawatta Kele Sanctuary,nature|wildlife,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q7876953
P02::osm-node-3276843504,P02,history,osm-node-3276843504,Ceylon Tea Museum,culture|history,history,1.000000,2,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/3276843504
P02::osm-node-4157023134,P02,history,osm-node-4157023134,Arthur's Seat,city|nature,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/4157023134
P02::wikidata-Q20859170,P02,history,wikidata-Q20859170,British Garrison Cemetery,history,history,1.000000,2,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q20859170
P02::wikidata-Q3217592,P02,history,wikidata-Q3217592,Lankatilaka Vihara,culture|history|religion,history,1.000000,2,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q3217592
P02::wikidata-Q25637940,P02,history,wikidata-Q25637940,Gadaladeniya Vihara,culture|history|religion,history,1.000000,2,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q25637940
P02::wikidata-Q5370021,P02,history,wikidata-Q5370021,Embekka Devalaya,culture|history|religion,history,1.000000,2,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q5370021
P02::wikidata-Q28015701,P02,history,wikidata-Q28015701,Alawathugoda Saman Devalaya,culture|history|religion,history,1.000000,2,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q28015701
P02::osm-node-11017570005,P02,history,osm-node-11017570005,Giragama Walawwa,culture|history,history,1.000000,2,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/11017570005
P02::wikidata-Q3533580,P02,history,wikidata-Q3533580,National Museum of Kandy,culture|history,history,1.000000,2,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q3533580
P02::wikidata-Q20010653,P02,history,wikidata-Q20010653,"National Railway Museum, Kadugannawa",culture|history,history,1.000000,2,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q20010653
P02::osm-node-11096423467,P02,history,osm-node-11096423467,Dawson Tower,city|history,history,1.000000,2,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/11096423467
P02::osm-node-11583843280,P02,history,osm-node-11583843280,Jodu Ella Water Falls,adventure|nature,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/11583843280
P02::osm-node-5063761704,P02,history,osm-node-5063761704,Huluganga Ella Waterfall,adventure|nature,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/5063761704
P02::osm-node-4440038982,P02,history,osm-node-4440038982,Kadiyallana Falls,adventure|nature,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/4440038982
P02::osm-node-4566489017,P02,history,osm-node-4566489017,Galboda Falls,adventure|nature,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/4566489017
P02::osm-node-5299675266,P02,history,osm-node-5299675266,Ambuluwawa,adventure|culture|nature,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/5299675266
P03::wikidata-Q15717689,P03,culture,wikidata-Q15717689,Temple of the Sacred Tooth Relic,culture|history|religion,culture,1.000000,2,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q15717689
P03::wikidata-Q3119056,P03,culture,wikidata-Q3119056,"Royal Botanic Gardens, Peradeniya",nature,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q3119056
P03::wikidata-Q5966035,P03,culture,wikidata-Q5966035,Kandy Lake,city|nature,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q5966035
P03::wikidata-Q7876953,P03,culture,wikidata-Q7876953,Udawatta Kele Sanctuary,nature|wildlife,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q7876953
P03::osm-node-3276843504,P03,culture,osm-node-3276843504,Ceylon Tea Museum,culture|history,culture,1.000000,2,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/3276843504
P03::osm-node-4157023134,P03,culture,osm-node-4157023134,Arthur's Seat,city|nature,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/4157023134
P03::wikidata-Q20859170,P03,culture,wikidata-Q20859170,British Garrison Cemetery,history,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q20859170
P03::wikidata-Q3217592,P03,culture,wikidata-Q3217592,Lankatilaka Vihara,culture|history|religion,culture,1.000000,2,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q3217592
P03::wikidata-Q25637940,P03,culture,wikidata-Q25637940,Gadaladeniya Vihara,culture|history|religion,culture,1.000000,2,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q25637940
P03::wikidata-Q5370021,P03,culture,wikidata-Q5370021,Embekka Devalaya,culture|history|religion,culture,1.000000,2,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q5370021
P03::wikidata-Q28015701,P03,culture,wikidata-Q28015701,Alawathugoda Saman Devalaya,culture|history|religion,culture,1.000000,2,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q28015701
P03::osm-node-11017570005,P03,culture,osm-node-11017570005,Giragama Walawwa,culture|history,culture,1.000000,2,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/11017570005
P03::wikidata-Q3533580,P03,culture,wikidata-Q3533580,National Museum of Kandy,culture|history,culture,1.000000,2,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q3533580
P03::wikidata-Q20010653,P03,culture,wikidata-Q20010653,"National Railway Museum, Kadugannawa",culture|history,culture,1.000000,2,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q20010653
P03::osm-node-11096423467,P03,culture,osm-node-11096423467,Dawson Tower,city|history,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/11096423467
P03::osm-node-11583843280,P03,culture,osm-node-11583843280,Jodu Ella Water Falls,adventure|nature,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/11583843280
P03::osm-node-5063761704,P03,culture,osm-node-5063761704,Huluganga Ella Waterfall,adventure|nature,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/5063761704
P03::osm-node-4440038982,P03,culture,osm-node-4440038982,Kadiyallana Falls,adventure|nature,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/4440038982
P03::osm-node-4566489017,P03,culture,osm-node-4566489017,Galboda Falls,adventure|nature,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/4566489017
P03::osm-node-5299675266,P03,culture,osm-node-5299675266,Ambuluwawa,adventure|culture|nature,culture,1.000000,2,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/5299675266
P04::wikidata-Q15717689,P04,religion,wikidata-Q15717689,Temple of the Sacred Tooth Relic,culture|history|religion,religion,1.000000,2,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q15717689
P04::wikidata-Q3119056,P04,religion,wikidata-Q3119056,"Royal Botanic Gardens, Peradeniya",nature,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q3119056
P04::wikidata-Q5966035,P04,religion,wikidata-Q5966035,Kandy Lake,city|nature,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q5966035
P04::wikidata-Q7876953,P04,religion,wikidata-Q7876953,Udawatta Kele Sanctuary,nature|wildlife,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q7876953
P04::osm-node-3276843504,P04,religion,osm-node-3276843504,Ceylon Tea Museum,culture|history,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/3276843504
P04::osm-node-4157023134,P04,religion,osm-node-4157023134,Arthur's Seat,city|nature,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/4157023134
P04::wikidata-Q20859170,P04,religion,wikidata-Q20859170,British Garrison Cemetery,history,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q20859170
P04::wikidata-Q3217592,P04,religion,wikidata-Q3217592,Lankatilaka Vihara,culture|history|religion,religion,1.000000,2,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q3217592
P04::wikidata-Q25637940,P04,religion,wikidata-Q25637940,Gadaladeniya Vihara,culture|history|religion,religion,1.000000,2,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q25637940
P04::wikidata-Q5370021,P04,religion,wikidata-Q5370021,Embekka Devalaya,culture|history|religion,religion,1.000000,2,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q5370021
P04::wikidata-Q28015701,P04,religion,wikidata-Q28015701,Alawathugoda Saman Devalaya,culture|history|religion,religion,1.000000,2,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q28015701
P04::osm-node-11017570005,P04,religion,osm-node-11017570005,Giragama Walawwa,culture|history,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/11017570005
P04::wikidata-Q3533580,P04,religion,wikidata-Q3533580,National Museum of Kandy,culture|history,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q3533580
P04::wikidata-Q20010653,P04,religion,wikidata-Q20010653,"National Railway Museum, Kadugannawa",culture|history,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q20010653
P04::osm-node-11096423467,P04,religion,osm-node-11096423467,Dawson Tower,city|history,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/11096423467
P04::osm-node-11583843280,P04,religion,osm-node-11583843280,Jodu Ella Water Falls,adventure|nature,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/11583843280
P04::osm-node-5063761704,P04,religion,osm-node-5063761704,Huluganga Ella Waterfall,adventure|nature,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/5063761704
P04::osm-node-4440038982,P04,religion,osm-node-4440038982,Kadiyallana Falls,adventure|nature,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/4440038982
P04::osm-node-4566489017,P04,religion,osm-node-4566489017,Galboda Falls,adventure|nature,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/4566489017
P04::osm-node-5299675266,P04,religion,osm-node-5299675266,Ambuluwawa,adventure|culture|nature,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/5299675266
P05::wikidata-Q15717689,P05,wildlife,wikidata-Q15717689,Temple of the Sacred Tooth Relic,culture|history|religion,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q15717689
P05::wikidata-Q3119056,P05,wildlife,wikidata-Q3119056,"Royal Botanic Gardens, Peradeniya",nature,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q3119056
P05::wikidata-Q5966035,P05,wildlife,wikidata-Q5966035,Kandy Lake,city|nature,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q5966035
P05::wikidata-Q7876953,P05,wildlife,wikidata-Q7876953,Udawatta Kele Sanctuary,nature|wildlife,wildlife,1.000000,2,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q7876953
P05::osm-node-3276843504,P05,wildlife,osm-node-3276843504,Ceylon Tea Museum,culture|history,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/3276843504
P05::osm-node-4157023134,P05,wildlife,osm-node-4157023134,Arthur's Seat,city|nature,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/4157023134
P05::wikidata-Q20859170,P05,wildlife,wikidata-Q20859170,British Garrison Cemetery,history,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q20859170
P05::wikidata-Q3217592,P05,wildlife,wikidata-Q3217592,Lankatilaka Vihara,culture|history|religion,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q3217592
P05::wikidata-Q25637940,P05,wildlife,wikidata-Q25637940,Gadaladeniya Vihara,culture|history|religion,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q25637940
P05::wikidata-Q5370021,P05,wildlife,wikidata-Q5370021,Embekka Devalaya,culture|history|religion,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q5370021
P05::wikidata-Q28015701,P05,wildlife,wikidata-Q28015701,Alawathugoda Saman Devalaya,culture|history|religion,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q28015701
P05::osm-node-11017570005,P05,wildlife,osm-node-11017570005,Giragama Walawwa,culture|history,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/11017570005
P05::wikidata-Q3533580,P05,wildlife,wikidata-Q3533580,National Museum of Kandy,culture|history,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q3533580
P05::wikidata-Q20010653,P05,wildlife,wikidata-Q20010653,"National Railway Museum, Kadugannawa",culture|history,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q20010653
P05::osm-node-11096423467,P05,wildlife,osm-node-11096423467,Dawson Tower,city|history,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/11096423467
P05::osm-node-11583843280,P05,wildlife,osm-node-11583843280,Jodu Ella Water Falls,adventure|nature,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/11583843280
P05::osm-node-5063761704,P05,wildlife,osm-node-5063761704,Huluganga Ella Waterfall,adventure|nature,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/5063761704
P05::osm-node-4440038982,P05,wildlife,osm-node-4440038982,Kadiyallana Falls,adventure|nature,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/4440038982
P05::osm-node-4566489017,P05,wildlife,osm-node-4566489017,Galboda Falls,adventure|nature,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/4566489017
P05::osm-node-5299675266,P05,wildlife,osm-node-5299675266,Ambuluwawa,adventure|culture|nature,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/5299675266
P07::wikidata-Q15717689,P07,city,wikidata-Q15717689,Temple of the Sacred Tooth Relic,culture|history|religion,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q15717689
P07::wikidata-Q3119056,P07,city,wikidata-Q3119056,"Royal Botanic Gardens, Peradeniya",nature,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q3119056
P07::wikidata-Q5966035,P07,city,wikidata-Q5966035,Kandy Lake,city|nature,city,1.000000,2,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q5966035
P07::wikidata-Q7876953,P07,city,wikidata-Q7876953,Udawatta Kele Sanctuary,nature|wildlife,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q7876953
P07::osm-node-3276843504,P07,city,osm-node-3276843504,Ceylon Tea Museum,culture|history,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/3276843504
P07::osm-node-4157023134,P07,city,osm-node-4157023134,Arthur's Seat,city|nature,city,1.000000,2,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/4157023134
P07::wikidata-Q20859170,P07,city,wikidata-Q20859170,British Garrison Cemetery,history,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q20859170
P07::wikidata-Q3217592,P07,city,wikidata-Q3217592,Lankatilaka Vihara,culture|history|religion,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q3217592
P07::wikidata-Q25637940,P07,city,wikidata-Q25637940,Gadaladeniya Vihara,culture|history|religion,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q25637940
P07::wikidata-Q5370021,P07,city,wikidata-Q5370021,Embekka Devalaya,culture|history|religion,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q5370021
P07::wikidata-Q28015701,P07,city,wikidata-Q28015701,Alawathugoda Saman Devalaya,culture|history|religion,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q28015701
P07::osm-node-11017570005,P07,city,osm-node-11017570005,Giragama Walawwa,culture|history,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/11017570005
P07::wikidata-Q3533580,P07,city,wikidata-Q3533580,National Museum of Kandy,culture|history,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q3533580
P07::wikidata-Q20010653,P07,city,wikidata-Q20010653,"National Railway Museum, Kadugannawa",culture|history,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q20010653
P07::osm-node-11096423467,P07,city,osm-node-11096423467,Dawson Tower,city|history,city,1.000000,2,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/11096423467
P07::osm-node-11583843280,P07,city,osm-node-11583843280,Jodu Ella Water Falls,adventure|nature,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/11583843280
P07::osm-node-5063761704,P07,city,osm-node-5063761704,Huluganga Ella Waterfall,adventure|nature,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/5063761704
P07::osm-node-4440038982,P07,city,osm-node-4440038982,Kadiyallana Falls,adventure|nature,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/4440038982
P07::osm-node-4566489017,P07,city,osm-node-4566489017,Galboda Falls,adventure|nature,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/4566489017
P07::osm-node-5299675266,P07,city,osm-node-5299675266,Ambuluwawa,adventure|culture|nature,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/5299675266
P09::wikidata-Q15717689,P09,culture|history,wikidata-Q15717689,Temple of the Sacred Tooth Relic,culture|history|religion,culture|history,1.000000,2,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q15717689
P09::wikidata-Q3119056,P09,culture|history,wikidata-Q3119056,"Royal Botanic Gardens, Peradeniya",nature,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q3119056
P09::wikidata-Q5966035,P09,culture|history,wikidata-Q5966035,Kandy Lake,city|nature,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q5966035
P09::wikidata-Q7876953,P09,culture|history,wikidata-Q7876953,Udawatta Kele Sanctuary,nature|wildlife,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q7876953
P09::osm-node-3276843504,P09,culture|history,osm-node-3276843504,Ceylon Tea Museum,culture|history,culture|history,1.000000,2,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/3276843504
P09::osm-node-4157023134,P09,culture|history,osm-node-4157023134,Arthur's Seat,city|nature,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/4157023134
P09::wikidata-Q20859170,P09,culture|history,wikidata-Q20859170,British Garrison Cemetery,history,history,0.500000,1,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q20859170
P09::wikidata-Q3217592,P09,culture|history,wikidata-Q3217592,Lankatilaka Vihara,culture|history|religion,culture|history,1.000000,2,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q3217592
P09::wikidata-Q25637940,P09,culture|history,wikidata-Q25637940,Gadaladeniya Vihara,culture|history|religion,culture|history,1.000000,2,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q25637940
P09::wikidata-Q5370021,P09,culture|history,wikidata-Q5370021,Embekka Devalaya,culture|history|religion,culture|history,1.000000,2,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q5370021
P09::wikidata-Q28015701,P09,culture|history,wikidata-Q28015701,Alawathugoda Saman Devalaya,culture|history|religion,culture|history,1.000000,2,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q28015701
P09::osm-node-11017570005,P09,culture|history,osm-node-11017570005,Giragama Walawwa,culture|history,culture|history,1.000000,2,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/11017570005
P09::wikidata-Q3533580,P09,culture|history,wikidata-Q3533580,National Museum of Kandy,culture|history,culture|history,1.000000,2,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q3533580
P09::wikidata-Q20010653,P09,culture|history,wikidata-Q20010653,"National Railway Museum, Kadugannawa",culture|history,culture|history,1.000000,2,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q20010653
P09::osm-node-11096423467,P09,culture|history,osm-node-11096423467,Dawson Tower,city|history,history,0.500000,1,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/11096423467
P09::osm-node-11583843280,P09,culture|history,osm-node-11583843280,Jodu Ella Water Falls,adventure|nature,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/11583843280
